"X1","X2","Y"
5.15026458859073,6.55440580794605,1
2.87252228320972,4.15465947137573,1
7.17343393521698,3.43057446054455,1
6.28794173156242,4.18268517708283,1
9.40685400333892,4.63464837025626,1
6.56782632575917,-0.678519695964579,1
0.656260109696531,9.1673610609318,1
3.86056644216491,6.82923807519752,1
10.1896196157278,1.20447747373954,1
9.83058964104817,-0.684059260926579,1
6.19981349454095,5.78291467367067,1
4.54715836201371,6.73369393573141,1
5.64917201555145,7.09566239104348,1
4.36458865226007,5.41598643016823,1
4.60305572219098,4.15793162625767,1
5.00708032265492,5.77095672074495,1
7.99508051708302,2.10687093957941,1
4.36738800824374,2.68740825189071,1
4.19889467224229,9.6450317812527,1
3.64966629337923,2.35215516660568,1
9.12244494261293,4.10029316344127,1
4.99550705912976,1.50070481215926,1
8.42286708076371,10.1212803511911,1
8.36477063376474,3.48783470393375,1
6.27869082194408,7.41981086599102,1
3.6511689470332,7.46348379259036,1
8.26765207679955,1.67623017442064,1
7.22951745368587,5.54755678171443,1
1.71591568477695,2.71674395493639,1
8.22054251400943,-2.64672849403361,1
4.96039253866389,7.73405692113223,1
7.65579773696883,6.50473531506786,1
2.23736636154745,1.60612299980666,1
0.0534326410463066,-1.4257119955938,1
7.08339561749315,2.74567829781584,1
3.28644050772901,7.40783110861783,1
3.81778374817915,6.15687697781568,1
7.30228851258747,4.25353349785834,1
3.10231236062715,-0.530141275320515,1
2.58736950428935,8.13782228105399,1
8.53112587859812,7.50149961293635,1
5.04460615379382,6.65798697236538,1
8.37753700925143,1.96690754387298,1
-0.564145727594383,6.36595617104224,1
2.03701926710714,2.33215865894524,1
1.9135615677007,3.15156412459003,1
4.79653106741386,0.913481849793349,1
3.37303456740492,5.67141708905053,1
6.67171246585278,2.95087007209029,1
-0.892146055717613,7.22960693380764,1
2.50877057527133,7.13095395887602,1
2.62882053381246,2.05141257038438,1
4.26110270448551,9.11787980969161,1
5.80687428848822,8.6235771468277,1
10.4127029091727,3.05025386650253,1
2.70972398247262,6.1510498510167,1
2.84247836517311,1.92790301097888,1
6.58789990110332,2.37911590148258,1
4.03300810617605,-1.79123260028802,1
8.54669458559319,7.79831026427907,1
1.29443078853968,5.52610226714869,1
7.69335224041239,5.97248844125148,1
0.561834706387556,1.70400292209281,1
10.6910841067557,0.216324048306679,1
4.89414903198803,7.42729528382258,1
3.80493465325519,-0.13902356331199,1
3.30793343107963,4.55311043765716,1
7.16829624684412,2.17584779633417,1
6.07850711849018,3.81197313827134,1
3.98618027111214,3.67685368682972,1
4.97603069232976,9.888191344581,1
3.04300480148272,3.06566130190003,1
1.62328177500238,2.7157114409784,1
5.04155187632117,-2.27381465108508,1
6.66520284845676,9.54782163539389,1
3.39137856563761,4.71687205326376,1
5.21261493761897,3.17992772047927,1
2.50223366275526,6.3797201777648,1
2.10957747047173,2.10061182168776,1
4.34490920606585,1.11604193330449,1
8.36078499989254,1.42495183965754,1
3.85755101178483,4.71321518849311,1
2.77576360709579,5.64513348493848,1
0.087818867123012,-0.367764952487144,1
1.4017847015325,10.2016280096695,1
0.580425434280995,2.35146250090048,1
1.98524277804257,5.64137900671719,1
1.10803895692566,5.82252854220439,1
5.60624452584905,5.27197757503512,1
3.89459093900737,3.96165438857384,1
0.667020291680514,2.42961696222007,1
2.10596255799428,4.49873159260053,1
4.97724726883799,6.1967426893338,1
6.34439289943036,0.873758970648547,1
6.56384388715924,3.46148653195779,1
4.35884696683128,2.54940886671869,1
11.4909650348985,1.83122498764471,1
2.76730202705702,8.93108966191852,1
7.40543740287554,0.913574584454675,1
3.66739311761303,7.5,1
-1.78526985622476,0.160416942040047,2
-4.54780026814106,4.51146905596993,2
-3.30224603248314,4.44235456512301,2
-1.96079228369095,3.50536928364619,2
-3.76784172558659,2.24270675058911,2
-1.47532741945623,3.24923808470746,2
-5.42208730728055,2.68314740439045,2
-2.4436716824711,3.10292134474802,2
-1.89446609287887,2.7883913987537,2
-2.83356318410164,3.27054308044968,2
-3.22546229725333,2.6929997450554,2
-3.22841233081857,3.88986871777036,2
-3.25318922684405,3.38804347840685,2
-0.931726668041747,0.725611837585187,2
-1.41681014151906,2.4500483120726,2
-4.04259074535253,3.33038001858613,2
-3.00838740037736,2.40185536632663,2
-4.33408789304009,1.73795574463192,2
-2.85346397078237,3.76329840639364,2
-3.78782342390647,3.84096463896819,2
-3.28899759852669,3.1582250265249,2
-2.33316069989485,4.04649811573088,2
-3.13663122003226,2.34714736090808,2
-2.77591069228431,2.03928004170835,2
-1.88279333287701,2.79885158895033,2
-4.43849439757352,3.6935848469248,2
-2.36563427518809,2.00197313941056,2
-3.49919480361493,2.00036318399409,2
-1.87372756250991,2.63668513664257,2
-3.10018468704185,4.05766650691436,2
-4.10984201607485,4.07895817024186,2
-2.34207573805498,4.23799690475389,2
-3.04329601425952,3.85411241420844,2
-2.37161077499288,2.18646111362653,2
-3.93682921253356,2.63216493282538,2
-3.3573834051534,4.11768370661503,2
-3.04507291793177,3.1137265772046,2
-3.34805386035837,2.55545873638718,2
-3.35897390533342,1.55428014068928,2
-2.60438475467823,2.61555579973827,2
-3.98394415900084,3.5931282044837,2
-3.0227005621346,3.24505147235629,2
-3.88455020510284,1.25419969440394,2
-2.51495956116055,3.06242384869271,2
-3.83153062317598,1.91396729075564,2
-1.82684917912351,2.89247636193973,2
-2.93898453650605,3.45119457007065,2
-2.8432463786659,4.09436959201443,2
-2.53109424439744,3.90595913811372,2
-2.45483920459546,2.00248894023212,2
-2.60439783694147,2.28416076411588,2
-3.92136334534287,3.42260087455558,2
-3.676572610948,3.43293336850871,2
-4.94389530574079,3.08453164464411,2
-2.8800168433555,3.55209610905661,2
-1.73392273021951,2.46223452395723,2
-4.09798680053934,3.12574656103997,2
-2.56209354175417,4.00388732222012,2
-2.38360695629013,4.071837242262,2
-2.98213035771804,2.54964743162541,2
-4.23918903148505,3.95844159402796,2
-3.50422093045607,3.90432471766416,2
-1.68321832237283,1.7686692343889,2
-2.20556980893116,2.70954360475745,2
-2.51496582467551,1.34789107890258,2
-0.628968187073516,3.03740976963886,2
-3.2817050485106,0.957319602879103,2
-2.80100452281999,3.11126949368154,2
-2.1897647791389,3.3112036659183,2
-3.1222585855072,2.36109557457153,2
-1.99228055756251,3.9327663218121,2
-2.48241785758152,2.72732185135528,2
-3.22997139188153,4.24183992656981,2
-3.1676337785297,1.93931403428143,2
-5.47604163631387,4.88811636447854,2
-3.60115422646002,1.83190814020222,2
-2.96849138945324,3.41900444474045,2
-1.77387541171359,1.34751834892272,2
-3.69921480915295,3.1769054957189,2
-4.50414878944003,2.8560765363799,2
-3.225181005843,5.36270675520915,2
-3.00893668804207,4.21696965522393,2
-4.47836165413056,3.4032862291979,2
-4.84774892553789,3.6376272222656,2
-3.84603081080413,2.11091011762953,2
-1.74425226467929,1.6847916709688,2
-4.35050195777406,3.17813357407523,2
-2.67618486795609,1.57619279811351,2
-2.88120497740948,1.49631015007212,2
-2.35038381756628,1.92460145463519,2
-2.31838229041235,3.14179102523331,2
-0.482484353101101,3.26219484699985,2
-2.69747500614419,4.19391668923329,2
-3.66381065083213,1.31310688000673,2
-2.93704414130395,3.24004737074524,2
-4.18766282431571,1.87547303363967,2
-3.42050339491678,2.14979866394324,2
-3.74762044852646,2.66126441763257,2
-3.12632725456587,2.94028892427814,2
-4.01866709632299,2.84611889779303,2
